id,target
601190,0
601191,0
601192,0
601193,0
601194,1
601195,0
601196,0
601197,1
601198,0
601199,1
601200,0
601201,1
601202,1
601203,1
601204,1
601205,1
601206,1
601207,1
601208,0
601209,0
601210,0
601211,0
601212,1
601213,1
601214,0
601215,1
601216,0
601217,1
601218,0
601219,0
601220,1
601221,1
601222,1
601223,0
601224,1
601225,1
601226,0
601227,1
601228,0
601229,0
601230,0
601231,0
601232,0
601233,0
601234,0
601235,0
601236,1
601237,1
601238,1
601239,1
601240,1
601241,1
601242,0
601243,0
601244,0
601245,0
601246,1
601247,0
601248,1
601249,0
601250,1
601251,1
601252,1
601253,1
601254,1
601255,1
601256,0
601257,1
601258,0
601259,1
601260,1
601261,1
601262,1
601263,0
601264,0
601265,0
601266,0
601267,0
601268,1
601269,0
601270,0
601271,0
601272,0
601273,0
601274,1
601275,1
601276,0
601277,1
601278,1
601279,0
601280,0
601281,1
601282,0
601283,0
601284,0
601285,0
601286,0
601287,0
601288,0
601289,1
601290,1
601291,0
601292,1
601293,0
601294,0
601295,0
601296,1
601297,0
601298,0
601299,1
601300,1
601301,1
601302,1
601303,1
601304,0
601305,1
601306,0
601307,0
601308,0
601309,1
601310,1
601311,1
601312,1
601313,1
601314,1
601315,0
601316,1
601317,1
601318,1
601319,1
601320,1
601321,0
601322,1
601323,1
601324,1
601325,1
601326,1
601327,1
601328,1
601329,0
601330,1
601331,1
601332,0
601333,0
601334,1
601335,1
601336,0
601337,1
601338,0
601339,1
601340,1
601341,1
601342,1
601343,0
601344,0
601345,1
601346,0
601347,1
601348,0
601349,0
601350,1
601351,1
601352,0
601353,0
601354,1
601355,0
601356,1
601357,1
601358,1
601359,0
601360,1
601361,0
601362,1
601363,1
601364,1
601365,0
601366,1
601367,0
601368,1
601369,0
601370,0
601371,0
601372,1
601373,0
601374,0
601375,0
601376,1
601377,1
601378,0
601379,0
601380,1
601381,0
601382,1
601383,0
601384,1
601385,1
601386,0
601387,0
601388,1
601389,1
601390,0
601391,1
601392,0
601393,1
601394,0
601395,1
601396,1
601397,0
601398,1
601399,0
601400,1
601401,1
601402,0
601403,0
601404,0
601405,1
601406,1
601407,1
601408,1
601409,1
601410,1
601411,1
601412,0
601413,0
601414,0
601415,1
601416,0
601417,1
601418,0
601419,0
601420,1
601421,0
601422,1
601423,1
601424,1
601425,0
601426,1
601427,1
601428,0
601429,1
601430,1
601431,1
601432,0
601433,1
601434,0
601435,1
601436,0
601437,0
601438,1
601439,1
601440,1
601441,0
601442,1
601443,1
601444,1
601445,0
601446,0
601447,1
601448,0
601449,1
601450,1
601451,0
601452,0
601453,1
601454,0
601455,0
601456,1
601457,1
601458,0
601459,0
601460,1
601461,0
601462,1
601463,0
601464,1
601465,0
601466,0
601467,1
601468,1
601469,0
601470,1
601471,1
601472,0
601473,0
601474,0
601475,1
601476,1
601477,0
601478,0
601479,1
601480,1
601481,1
601482,0
601483,1
601484,1
601485,1
601486,0
601487,1
601488,1
601489,0
601490,0
601491,1
601492,0
601493,1
601494,0
601495,1
601496,0
601497,1
601498,0
601499,0
601500,1
601501,1
601502,1
601503,0
601504,1
601505,0
601506,1
601507,0
601508,1
601509,1
601510,0
601511,0
601512,1
601513,0
601514,1
601515,1
601516,1
601517,0
601518,1
601519,0
601520,1
601521,0
601522,0
601523,0
601524,0
601525,1
601526,0
601527,0
601528,1
601529,0
601530,1
601531,0
601532,0
601533,1
601534,1
601535,0
601536,1
601537,1
601538,0
601539,0
601540,0
601541,1
601542,1
601543,1
601544,1
601545,0
601546,1
601547,1
601548,1
601549,1
601550,0
601551,1
601552,0
601553,1
601554,1
601555,0
601556,1
601557,1
601558,0
601559,0
601560,0
601561,0
601562,0
601563,1
601564,1
601565,1
601566,1
601567,0
601568,1
601569,0
601570,1
601571,1
601572,0
601573,1
601574,1
601575,1
601576,1
601577,1
601578,1
601579,0
601580,0
601581,0
601582,0
601583,0
601584,0
601585,1
601586,1
601587,1
601588,1
601589,1
601590,0
601591,0
601592,0
601593,0
601594,1
601595,0
601596,1
601597,0
601598,0
601599,0
601600,0
601601,0
601602,0
601603,1
601604,0
601605,0
601606,0
601607,0
601608,1
601609,1
601610,0
601611,1
601612,0
601613,1
601614,0
601615,1
601616,0
601617,1
601618,0
601619,1
601620,0
601621,0
601622,0
601623,1
601624,1
601625,1
601626,0
601627,1
601628,0
601629,0
601630,1
601631,0
601632,0
601633,0
601634,1
601635,1
601636,0
601637,0
601638,1
601639,1
601640,0
601641,0
601642,1
601643,0
601644,1
601645,0
601646,1
601647,1
601648,1
601649,1
601650,1
601651,1
601652,0
601653,1
601654,0
601655,1
601656,1
601657,1
601658,0
601659,1
601660,1
601661,0
601662,1
601663,1
601664,1
601665,0
601666,1
601667,0
601668,1
601669,1
601670,0
601671,0
601672,0
601673,1
601674,1
601675,0
601676,0
601677,1
601678,0
601679,0
601680,1
601681,0
601682,0
601683,0
601684,1
601685,1
601686,0
601687,1
601688,0
601689,0
601690,1
601691,1
601692,0
601693,0
601694,0
601695,1
601696,0
601697,0
601698,0
601699,1
601700,1
601701,0
601702,1
601703,0
601704,0
601705,0
601706,1
601707,1
601708,1
601709,1
601710,0
601711,1
601712,0
601713,0
601714,1
601715,0
601716,0
601717,0
601718,0
601719,1
601720,0
601721,1
601722,0
601723,0
601724,0
601725,0
601726,1
601727,0
601728,1
601729,0
601730,1
601731,1
601732,0
601733,1
601734,0
601735,1
601736,1
601737,1
601738,0
601739,1
601740,1
601741,0
601742,1
601743,0
601744,1
601745,1
601746,0
601747,0
601748,0
601749,0
601750,1
601751,0
601752,1
601753,1
601754,1
601755,1
601756,0
601757,1
601758,0
601759,0
601760,1
601761,0
601762,1
601763,1
601764,0
601765,0
601766,1
601767,0
601768,0
601769,0
601770,1
601771,0
601772,0
601773,1
601774,0
601775,1
601776,1
601777,0
601778,0
601779,1
601780,1
601781,0
601782,0
601783,1
601784,1
601785,0
601786,0
601787,1
601788,0
601789,0
601790,0
601791,0
601792,1
601793,0
601794,1
601795,0
601796,1
601797,1
601798,0
601799,1
601800,1
601801,1
601802,0
601803,0
601804,0
601805,1
601806,0
601807,1
601808,1
601809,0
601810,1
601811,1
601812,0
601813,1
601814,1
601815,1
601816,0
601817,0
601818,1
601819,0
601820,0
601821,1
601822,0
601823,0
601824,0
601825,0
601826,1
601827,1
601828,0
601829,1
601830,1
601831,0
601832,0
601833,1
601834,0
601835,1
601836,0
601837,1
601838,1
601839,1
601840,1
601841,1
601842,1
601843,0
601844,1
601845,1
601846,0
601847,1
601848,0
601849,1
601850,0
601851,1
601852,1
601853,0
601854,1
601855,1
601856,1
601857,1
601858,0
601859,0
601860,1
601861,1
601862,0
601863,0
601864,1
601865,1
601866,1
601867,1
601868,0
601869,1
601870,1
601871,0
601872,0
601873,0
601874,1
601875,0
601876,1
601877,1
601878,0
601879,0
601880,0
601881,1
601882,0
601883,0
601884,0
601885,0
601886,0
601887,0
601888,1
601889,1
601890,0
601891,1
601892,1
601893,0
601894,0
601895,1
601896,1
601897,1
601898,0
601899,1
601900,1
601901,0
601902,1
601903,0
601904,0
601905,1
601906,1
601907,1
601908,0
601909,0
601910,1
601911,0
601912,1
601913,0
601914,1
601915,1
601916,0
601917,1
601918,0
601919,1
601920,1
601921,0
601922,1
601923,0
601924,0
601925,1
601926,1
601927,1
601928,1
601929,0
601930,0
601931,0
601932,1
601933,0
601934,1
601935,0
601936,1
601937,1
601938,0
601939,1
601940,1
601941,1
601942,0
601943,1
601944,0
601945,1
601946,1
601947,1
601948,1
601949,0
601950,0
601951,1
601952,1
601953,0
601954,1
601955,0
601956,1
601957,1
601958,1
601959,0
601960,1
601961,1
601962,0
601963,0
601964,0
601965,1
601966,0
601967,1
601968,1
601969,0
601970,1
601971,0
601972,0
601973,1
601974,0
601975,1
601976,1
601977,1
601978,1
601979,1
601980,0
601981,0
601982,0
601983,0
601984,1
601985,1
601986,0
601987,0
601988,1
601989,0
601990,0
601991,1
601992,0
601993,1
601994,0
601995,1
601996,0
601997,1
601998,0
601999,0
602000,1
602001,0
602002,1
602003,0
602004,1
602005,1
602006,1
602007,1
602008,0
602009,0
602010,1
602011,1
602012,1
602013,1
602014,1
602015,0
602016,1
602017,0
602018,0
602019,1
602020,1
602021,0
602022,1
602023,0
602024,0
602025,1
602026,0
602027,0
602028,0
602029,0
602030,0
602031,0
602032,0
602033,0
602034,1
602035,0
602036,1
602037,1
602038,0
602039,1
602040,0
602041,0
602042,0
602043,0
602044,0
602045,1
602046,0
602047,1
602048,0
602049,1
602050,1
602051,1
602052,0
602053,0
602054,0
602055,0
602056,0
602057,0
602058,0
602059,0
602060,1
602061,1
602062,0
602063,1
602064,1
602065,0
602066,1
602067,0
602068,1
602069,1
602070,0
602071,1
602072,1
602073,0
602074,1
602075,1
602076,0
602077,1
602078,0
602079,0
602080,1
602081,0
602082,0
602083,0
602084,0
602085,1
602086,0
602087,0
602088,1
602089,1
602090,1
602091,0
602092,1
602093,1
602094,1
602095,1
602096,0
602097,1
602098,0
602099,1
602100,0
602101,1
602102,0
602103,0
602104,1
602105,0
602106,1
602107,1
602108,0
602109,0
602110,1
602111,0
602112,0
602113,0
602114,0
602115,1
602116,0
602117,0
602118,0
602119,0
602120,1
602121,1
602122,0
602123,0
602124,0
602125,0
602126,0
602127,0
602128,0
602129,1
602130,0
602131,0
602132,0
602133,1
602134,1
602135,1
602136,1
602137,0
602138,0
602139,1
602140,1
602141,0
602142,1
602143,1
602144,1
602145,1
602146,1
602147,0
602148,1
602149,1
602150,1
602151,1
602152,1
602153,1
602154,1
602155,1
602156,0
602157,1
602158,0
602159,1
602160,0
602161,1
602162,0
602163,0
602164,0
602165,0
602166,1
602167,0
602168,0
602169,0
602170,0
602171,1
602172,1
602173,0
602174,1
602175,0
602176,0
602177,0
602178,0
602179,1
602180,1
602181,1
602182,0
602183,0
602184,1
602185,0
602186,0
602187,0
602188,0
602189,1
602190,0
602191,1
602192,0
602193,0
602194,1
602195,0
602196,1
602197,0
602198,0
602199,1
602200,1
602201,0
602202,1
602203,1
602204,1
602205,0
602206,0
602207,1
602208,1
602209,1
602210,0
602211,1
602212,0
602213,0
602214,1
602215,0
602216,1
602217,0
602218,1
602219,0
602220,1
602221,1
602222,0
602223,0
602224,0
602225,0
602226,0
602227,0
602228,1
602229,0
602230,0
602231,1
602232,1
602233,1
602234,1
602235,0
602236,1
602237,0
602238,0
602239,0
602240,0
602241,0
602242,0
602243,1
602244,1
602245,0
602246,1
602247,0
602248,1
602249,1
602250,0
602251,1
602252,1
602253,1
602254,1
602255,0
602256,0
602257,1
602258,1
602259,0
602260,0
602261,0
602262,1
602263,0
602264,1
602265,1
602266,0
602267,0
602268,1
602269,0
602270,1
602271,0
602272,1
602273,1
602274,1
602275,0
602276,1
602277,1
602278,1
602279,0
602280,1
602281,0
602282,1
602283,1
602284,1
602285,0
602286,1
602287,1
602288,1
602289,0
602290,0
602291,1
602292,1
602293,1
602294,1
602295,0
602296,1
602297,1
602298,0
602299,0
602300,0
602301,1
602302,1
602303,0
602304,0
602305,1
602306,0
602307,0
602308,0
602309,1
602310,0
602311,1
602312,1
602313,0
602314,0
602315,0
602316,0
602317,0
602318,0
602319,1
602320,1
602321,1
602322,1
602323,1
602324,0
602325,0
602326,0
602327,1
602328,0
602329,1
602330,1
602331,1
602332,1
602333,1
602334,0
602335,1
602336,0
602337,1
602338,0
602339,1
602340,1
602341,0
602342,0
602343,0
602344,1
602345,1
602346,1
602347,1
602348,1
602349,1
602350,0
602351,1
602352,0
602353,1
602354,1
602355,0
602356,0
602357,1
602358,1
602359,1
602360,1
602361,0
602362,1
602363,0
602364,0
602365,1
602366,1
602367,0
602368,1
602369,1
602370,0
602371,0
602372,1
602373,0
602374,0
602375,0
602376,0
602377,0
602378,1
602379,0
602380,1
602381,0
602382,0
602383,0
602384,1
602385,0
602386,0
602387,1
602388,0
602389,0
602390,0
602391,1
602392,1
602393,0
602394,1
602395,1
602396,1
602397,0
602398,1
602399,0
602400,0
602401,0
602402,1
602403,1
602404,1
602405,0
602406,0
602407,0
602408,0
602409,0
602410,1
602411,0
602412,0
602413,0
602414,1
602415,1
602416,0
602417,0
602418,1
602419,1
602420,0
602421,1
602422,0
602423,1
602424,0
602425,0
602426,1
602427,1
602428,1
602429,1
602430,0
602431,1
602432,1
602433,1
602434,0
602435,1
602436,1
602437,0
602438,1
602439,1
602440,1
602441,0
602442,0
602443,1
602444,0
602445,0
602446,1
602447,1
602448,0
602449,0
602450,1
602451,1
602452,0
602453,1
602454,0
602455,1
602456,1
602457,1
602458,1
602459,1
602460,0
602461,1
602462,1
602463,0
602464,1
602465,1
602466,0
602467,0
602468,1
602469,0
602470,0
602471,1
602472,0
602473,0
602474,0
602475,1
602476,0
602477,0
602478,1
602479,1
602480,1
602481,1
602482,1
602483,0
602484,1
602485,1
602486,1
602487,0
602488,1
602489,0
602490,1
602491,0
602492,1
602493,0
602494,0
602495,0
602496,0
602497,0
602498,0
602499,0
602500,0
602501,0
602502,1
602503,1
602504,0
602505,1
602506,0
602507,1
602508,0
602509,0
602510,0
602511,0
602512,0
602513,0
602514,0
602515,1
602516,1
602517,1
602518,0
602519,0
602520,0
602521,1
602522,1
602523,1
602524,0
602525,0
602526,1
602527,1
602528,1
602529,0
602530,1
602531,0
602532,1
602533,0
602534,0
602535,0
602536,1
602537,0
602538,0
602539,1
602540,0
602541,1
602542,0
602543,0
602544,1
602545,0
602546,1
602547,1
602548,1
602549,0
602550,0
602551,0
602552,1
602553,1
602554,0
602555,0
602556,0
602557,0
602558,1
602559,0
602560,1
602561,1
602562,0
602563,0
602564,1
602565,1
602566,0
602567,1
602568,1
602569,1
602570,1
602571,1
602572,0
602573,0
602574,1
602575,0
602576,0
602577,1
602578,0
602579,1
602580,1
602581,1
602582,0
602583,1
602584,1
602585,0
602586,1
602587,0
602588,0
602589,0
602590,0
602591,1
602592,1
602593,0
602594,1
602595,1
602596,1
602597,0
602598,1
602599,0
602600,1
602601,1
602602,1
602603,0
602604,0
602605,0
602606,0
602607,0
602608,1
602609,0
602610,1
602611,1
602612,1
602613,1
602614,1
602615,0
602616,1
602617,0
602618,1
602619,1
602620,1
602621,0
602622,0
602623,0
602624,1
602625,0
602626,0
602627,0
602628,1
602629,1
602630,1
602631,1
602632,0
602633,0
602634,0
602635,0
602636,0
602637,1
602638,0
602639,1
602640,0
602641,1
602642,1
602643,0
602644,0
602645,0
602646,1
602647,0
602648,0
602649,0
602650,1
602651,0
602652,1
602653,0
602654,0
602655,0
602656,0
602657,0
602658,0
602659,0
602660,1
602661,0
602662,0
602663,0
602664,0
602665,1
602666,1
602667,1
602668,1
602669,0
602670,0
602671,1
602672,0
602673,1
602674,0
602675,1
602676,0
602677,1
602678,1
602679,1
602680,1
602681,1
602682,1
602683,0
602684,1
602685,0
602686,0
602687,0
602688,0
602689,0
602690,0
602691,0
602692,1
602693,1
602694,0
602695,0
602696,1
602697,0
602698,0
602699,1
602700,1
602701,0
602702,0
602703,1
602704,0
602705,0
602706,0
602707,0
602708,1
602709,0
602710,0
602711,0
602712,0
602713,1
602714,1
602715,1
602716,1
602717,1
602718,0
602719,0
602720,0
602721,0
602722,1
602723,1
602724,1
602725,1
602726,0
602727,1
602728,0
602729,1
602730,0
602731,1
602732,1
602733,1
602734,0
602735,0
602736,0
602737,0
602738,0
602739,0
602740,0
602741,1
602742,0
602743,0
602744,0
602745,1
602746,0
602747,0
602748,1
602749,1
602750,0
602751,0
602752,0
602753,1
602754,1
602755,1
602756,1
602757,1
602758,0
602759,1
602760,1
602761,0
602762,1
602763,0
602764,0
602765,1
602766,1
602767,1
602768,1
602769,0
602770,0
602771,0
602772,1
602773,1
602774,1
602775,1
602776,1
602777,1
602778,1
602779,0
602780,1
602781,1
602782,0
602783,0
602784,1
602785,1
602786,1
602787,1
602788,1
602789,1
602790,0
602791,1
602792,1
602793,1
602794,1
602795,0
602796,0
602797,1
